中国港澳,#genre#
CCTV14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
全球频道全网,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
湾湾频道全网,#genre#
TVBS,http://154.216.191.38:8500/live.m3u8?c=1
寰宇新闻台,http://v.189910.xyz:8900/live.m3u8?c=1
中天新闻,http://v.189910.xyz:8900/live.m3u8?c=8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
三立综合台,http://37.27.111.214:8080/live/31/hls.m3u8
中视,http://37.27.111.214:8080/live/7/hls.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
亚洲旅游台,http://37.27.111.214:8080/live/10/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8
镜新闻,http://37.27.111.214:8080/live/62/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
寰宇财经新闻,http://37.27.111.214:8080/live/65/hls.m3u8
TVBS新闻,http://80story.us.to:8073/live.m3u8?c=1
TVBS NEWS,http://80story.us.to:8073/live.m3u8?c=2
中天新闻,http://80story.us.to:8073/live.m3u8?c=4
中天新闻2,http://80story.us.to:8073/live.m3u8?c=5
中天新闻,http://80story.us.to:8073/live.m3u8?c=6
中视新闻,http://80story.us.to:8073/live.m3u8?c=7
东森财经新闻,http://80story.us.to:8073/live.m3u8?c=9
东森新闻,http://80story.us.to:8073/live.m3u8?c=8
寰宇新闻,http://80story.us.to:8073/live.m3u8?c=10
民视新闻,http://80story.us.to:8073/live.m3u8?c=12
镜新闻,http://80story.us.to:8073/live.m3u8?c=13
三立新闻,http://80story.us.to:8073/live.m3u8?c=15
东森新闻,http://108.181.21.31:42143/
八大精彩,http://108.181.21.31:35829/
年代新闻,http://108.181.21.31:41429/
三立都会,http://108.181.21.31:32953/
纬来体育,http://108.181.21.31:32931/
中视闽南台,rtmp://f13h.mine.nu/sat/tv091
台视闽南台,rtmp://f13h.mine.nu/sat/tv071
华视闽南台,rtmp://f13h.mine.nu/sat/tv111
东森超视台,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741
中天新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8541/.m3u8
壹新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8548/.m3u8

八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
咪咕视频全网,#genre#
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4
CCTV4欧洲,http://tvbox6.icu/tv/migu.php?id=cctv4o
CCTV4美洲,http://tvbox6.icu/tv/migu.php?id=cctv4a
CCTV5,http://tvbox6.icu/tv/migu.php?id=cctv5
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7#http://tvbox6.icu/tv/migu.php?id=cctv7
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9
CCTV10,http://tvbox6.icu/tv/migu.php?id=cctv10
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11
CCTV12,http://tvbox6.icu/tv/migu.php?id=cctv12
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15
CCTV17,http://tvbox6.icu/tv/migu.php?id=cctv17

北京卫视,http://tvbox6.icu/tv/migu.php?id=bjws
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
东南卫视,http://tvbox6.icu/tv/migu.php?id=dnws
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
山东教育卫视,http://tvbox6.icu/tv/migu.php?id=sdjy
CHC家庭影院,http://tvbox6.icu/tv/migu.php?id=jtyy
CHC动作电影,http://tvbox6.icu/tv/migu.php?id=dzdy
CGTN,http://tvbox6.icu/tv/migu.php?id=cgtn
CGTN纪录,http://tvbox6.icu/tv/migu.php?id=cgtnjl
CGTN阿拉伯语,http://tvbox6.icu/tv/migu.php?id=cgtna
CGTN法语,http://tvbox6.icu/tv/migu.php?id=cgtnf
CGTN西班牙语,http://tvbox6.icu/tv/migu.php?id=cgtne
CGTN俄语,http://tvbox6.icu/tv/migu.php?id=cgtnr
东方影视,http://tvbox6.icu/tv/migu.php?id=dfys
上海新闻综合,http://tvbox6.icu/tv/migu.php?id=shxwzh
第一财经,http://tvbox6.icu/tv/migu.php?id=dycj
上海纪实人文,http://tvbox6.icu/tv/migu.php?id=shjsrw
上海外语,http://tvbox6.icu/tv/migu.php?id=shics
法治天地,http://tvbox6.icu/tv/migu.php?id=fztd
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc
乐游HD,http://tvbox6.icu/tv/migu.php?id=ly
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
游戏风云,http://tvbox6.icu/tv/migu.php?id=yxfy
七彩戏剧,http://tvbox6.icu/tv/migu.php?id=qcxj
江苏城市,http://tvbox6.icu/tv/migu.php?id=jscs
江苏影视,http://tvbox6.icu/tv/migu.php?id=jsys
江苏综艺,http://tvbox6.icu/tv/migu.php?id=jszy
江苏新闻,http://tvbox6.icu/tv/migu.php?id=jsxw
江苏教育,http://tvbox6.icu/tv/migu.php?id=jsjy
江苏国际,http://tvbox6.icu/tv/migu.php?id=jsgj
江苏体育休闲,http://tvbox6.icu/tv/migu.php?id=jstyxx
优漫卡通,http://tvbox6.icu/tv/migu.php?id=ymkt
南京新闻综合,http://tvbox6.icu/tv/migu.php?id=njxwzh
南京教科,http://tvbox6.icu/tv/migu.php?id=njjk
南京十八,http://tvbox6.icu/tv/migu.php?id=njsb
淮安新闻综合,http://tvbox6.icu/tv/migu.php?id=haxwzh
连云港新闻综合,http://tvbox6.icu/tv/migu.php?id=lygxwzh
苏州新闻综合,http://tvbox6.icu/tv/migu.php?id=szxwzh
泰州新闻综合,http://tvbox6.icu/tv/migu.php?id=tzl
徐州新闻综合,http://tvbox6.icu/tv/migu.php?id=xzxwzh
宿迁新闻综合,http://tvbox6.icu/tv/migu.php?id=sqxwzh
广东影视,http://tvbox6.icu/tv/migu.php?id=gdys
嘉佳卡通,http://tvbox6.icu/tv/migu.php?id=jjkt
中央新影-老故事,http://tvbox6.icu/tv/migu.php?id=lgs
中央新影-发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl
中央新影-中学生,http://tvbox6.icu/tv/migu.php?id=zxs
经典动画大集合,http://tvbox6.icu/tv/migu.php?id=jddh
金鹰纪实,http://tvbox6.icu/tv/migu.php?id=jyjs
新片放映厅,http://tvbox6.icu/tv/migu.php?id=xpfyt
红色轮播台,http://tvbox6.icu/tv/migu.php?id=hslbt
高清大片,http://tvbox6.icu/tv/migu.php?id=gqdp
玫瑰轮播台,http://tvbox6.icu/tv/migu.php?id=mglbt
热剧联播,http://tvbox6.icu/tv/migu.php?id=rjlb
经典香港电影,http://tvbox6.icu/tv/migu.php?id=jdxgdy
军事迷必看大片,http://tvbox6.icu/tv/migu.php?id=jsdp
历届春晚回顾,http://tvbox6.icu/tv/migu.php?id=ljcwhg
华语乐坛最强音,http://tvbox6.icu/tv/migu.php?id=hyyt
周杰伦现场,http://tvbox6.icu/tv/migu.php?id=zjlxc
最强综艺趴,http://tvbox6.icu/tv/migu.php?id=zqzyp
四海钓鱼,http://tvbox6.icu/tv/migu.php?id=shdy
掼蛋精英赛,http://tvbox6.icu/tv/migu.php?id=gdjys
CBA经典,http://tvbox6.icu/tv/migu.php?id=cbajd
NBA经典,http://tvbox6.icu/tv/migu.php?id=nbajd
UFC格斗精选,http://tvbox6.icu/tv/migu.php?id=ufcgdjx
和平精英赛事,http://tvbox6.icu/tv/migu.php?id=hpjxss
英雄联盟赛事,http://tvbox6.icu/tv/migu.php?id=yxlmss
咪咕24小时体育,http://tvbox6.icu/tv/migu.php?id=mg24hty
欧洲足球风云,http://tvbox6.icu/tv/migu.php?id=ozzqfy
全民乒乓,http://tvbox6.icu/tv/migu.php?id=qmpp
赛事最经典,http://tvbox6.icu/tv/migu.php?id=sszjd
体坛名栏汇,http://tvbox6.icu/tv/migu.php?id=ttmlh
五大联赛经典,http://tvbox6.icu/tv/migu.php?id=wdlsjd
北京组播联通,#genre#
CCTV-1 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.129:8008
CCTV-2 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.60:8084
CCTV-3 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.172:8001
CCTV-4 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.105:8092
CCTV-5 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.173:8001
CCTV-5+ HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.130:8004
CCTV-6 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.174:8001
CCTV-7 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.61:8104
CCTV-8 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.175:8001
CCTV-9 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.62:8112
CCTV-10 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.63:8116
CCTV-11 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.152:8120
CCTV-12 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.64:8124
CCTV-13 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.124:8128
CCTV-14 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.65:8132
CCTV-15 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.153:8136
CCTV-16 奥林匹克[HDR],http://qnap.yjnhome.com:4000/rtp/239.3.1.183:8001
CCTV-16 奥林匹克HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.184:8001
CCTV-17 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.151:8144
北京卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.241:8000
北京新闻HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.159:8000
北京影视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.158:8000
北京文艺HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.242:8000
北京财经HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.116:8000
北京生活HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.117:8000
北京青年HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.118:8000
北京纪实科教HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.115:8000
北京卡酷少儿HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.189:8000
北京冬奥纪实HDR,http://qnap.yjnhome.com:4000/rtp/239.3.1.120:8000
北京卫视超清,http://qnap.yjnhome.com:4000/rtp/239.3.1.121:8000
北京体育休闲超清,http://qnap.yjnhome.com:4000/rtp/239.3.1.243:8000
北京国际HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.245:8000
湖南卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.132:8012
东方卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.136:8032
浙江卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.137:8036
江苏卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.135:8028
深圳卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.134:8020
广东卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.142:8048
安徽卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.211:8064
天津卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.141:1234
重庆卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.122:8160
山东卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.209:8052
黑龙江卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.133:8016
河北卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.148:8072
辽宁卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.210:8056
湖北卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.138:8044
吉林卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.240:8172
贵州卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.149:8076
东南卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.156:8148
江西卫视HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.123:8164
海南卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.45:8304
云南卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.26:8108
兵团卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.144:4120
厦门卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.143:4120
四川卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.29:8288
南方卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.161:8001
宁夏卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.46:8124
山西卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.42:8172
广西卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.39:8300
新疆卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.48:8160
河南卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.27:8128
甘肃卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.49:8188
西藏卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.47:8164
三沙卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.155:4120
陕西卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.41:8140
青海卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.44:8184
内蒙古卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.43:8176
爱上4K[超清],http://qnap.yjnhome.com:4000/rtp/239.3.1.236:2000
4K超清[超清],http://qnap.yjnhome.com:4000/rtp/239.3.1.249:8001
淘电影HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.250:8001
每日影院HD,http://qnap.yjnhome.com:4000/# rtp/239.3.1.111:8001
星影,http://qnap.yjnhome.com:4000/rtp/239.3.1.94:4120
动作影院,http://qnap.yjnhome.com:4000/rtp/239.3.1.92:4120
光影,http://qnap.yjnhome.com:4000/rtp/239.3.1.84:4120
喜剧影院,http://qnap.yjnhome.com:4000/rtp/239.3.1.91:4120
家庭影院,http://qnap.yjnhome.com:4000/rtp/239.3.1.93:4120
精选,http://qnap.yjnhome.com:4000/rtp/239.3.1.74:4120
经典电影,http://qnap.yjnhome.com:4000/rtp/239.3.1.195:9024
纪实人文HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.212:8060
金鹰纪实HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.58:8156
风尚生活HD,http://qnap.yjnhome.com:4000/# rtp/239.3.1.114:8001
地理,http://qnap.yjnhome.com:4000/rtp/239.3.1.71:4120
淘剧场HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.95:8001
幸福剧场HD,http://qnap.yjnhome.com:4000/# rtp/239.3.1.112:8001
淘娱乐HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.100:8001
幸福娱乐HD,http://qnap.yjnhome.com:4000/# rtp/239.3.1.113:8001
淘BabyHD,http://qnap.yjnhome.com:4000/rtp/239.3.1.238:8001
萌宠TVHD,http://qnap.yjnhome.com:4000/rtp/239.3.1.102:8001
中国交通HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.188:8001
朝阳融媒HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.163:8001
通州融媒HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.221:8001
密云电视台HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.154:8001
延庆电视台,http://qnap.yjnhome.com:4000/rtp/239.3.1.187:8001
房山电视台,http://qnap.yjnhome.com:4000/rtp/239.3.1.96:8001
CCTV-4 中文国际 欧洲HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.213:4220
CCTV-4 中文国际 美洲HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.214:4220
CGTN 新闻HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.215:4220
CGTN 记录HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.216:4220
CGTN 西班牙语HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.217:4220
CGTN 法语HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.219:4220
CGTN 俄语HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.220:4220
睛彩竞技HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.125:8001
睛彩篮球HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.126:8001
睛彩羽毛球HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.127:8001
睛彩广场舞HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.128:8001
茶频道HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.165:8001
体育赛事HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.157:8176
淘精彩HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.178:8001
快乐垂钓HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.164:8001
大健康HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.251:8001
CETV1HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.57:8152
CETV2,http://qnap.yjnhome.com:4000/rtp/239.3.1.54:4120
CETV3,http://qnap.yjnhome.com:4000/rtp/239.3.1.55:4120
CETV4,http://qnap.yjnhome.com:4000/rtp/239.3.1.56:4120
少儿动画,http://qnap.yjnhome.com:4000/rtp/239.3.1.199:9000
热播剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.194:9020
解密,http://qnap.yjnhome.com:4000/rtp/239.3.1.75:4120
军事,http://qnap.yjnhome.com:4000/rtp/239.3.1.76:4120
军旅剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.68:4120
动画,http://qnap.yjnhome.com:4000/rtp/239.3.1.80:4120
古装剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.69:4120
台球,http://qnap.yjnhome.com:4000/rtp/239.3.1.85:4120
嘉佳卡通,http://qnap.yjnhome.com:4000/rtp/239.3.1.147:9268
国学,http://qnap.yjnhome.com:4000/rtp/239.3.1.77:4120
城市剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.67:4120
墨宝,http://qnap.yjnhome.com:4000/rtp/239.3.1.83:4120
好学生,http://qnap.yjnhome.com:4000/rtp/239.3.1.81:4120
山东教育,http://qnap.yjnhome.com:4000/rtp/239.3.1.52:4120
戏曲,http://qnap.yjnhome.com:4000/rtp/239.3.1.78:4120
收视指南,http://qnap.yjnhome.com:4000/rtp/239.3.1.193:8012
早教,http://qnap.yjnhome.com:4000/rtp/239.3.1.79:4120
武侠剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.90:4120
武术,http://qnap.yjnhome.com:4000/rtp/239.3.1.87:4120
爱生活,http://qnap.yjnhome.com:4000/rtp/239.3.1.86:4120
美人,http://qnap.yjnhome.com:4000/rtp/239.3.1.73:4120
美妆,http://qnap.yjnhome.com:4000/rtp/239.3.1.72:4120
财富天下,http://qnap.yjnhome.com:4000/rtp/239.3.1.53:9136
足球,http://qnap.yjnhome.com:4000/rtp/239.3.1.89:4120
金鹰卡通,http://qnap.yjnhome.com:4000/rtp/239.3.1.51:9252
鉴赏,http://qnap.yjnhome.com:4000/rtp/239.3.1.82:4120
音乐现场,http://qnap.yjnhome.com:4000/rtp/239.3.1.70:4120
高网,http://qnap.yjnhome.com:4000/rtp/239.3.1.88:4120
魅力时尚,http://qnap.yjnhome.com:4000/rtp/239.3.1.196:9012

天津组播联通,#genre#
CCTV-1,http://xuys.top:8888/udp/225.1.1.12:5002$天津联通 组播
CCTV-1,http://xuys.top:8888/udp/225.1.1.120:5002$天津联通 组播
CCTV-2,http://xuys.top:8888/udp/225.1.1.13:5002$天津联通 组播
CCTV-2,http://xuys.top:8888/udp/225.1.1.133:5002$天津联通 组播
CCTV-3,http://xuys.top:8888/udp/225.1.1.14:5002$天津联通 组播
CCTV-3,http://xuys.top:8888/udp/225.1.1.158:5002$天津联通 组播
CCTV-4,http://xuys.top:8888/udp/225.1.1.15:5002$天津联通 组播
CCTV-4,http://xuys.top:8888/udp/225.1.1.150:5002$天津联通 组播
CCTV-5,http://xuys.top:8888/udp/225.1.1.16:5002$天津联通 组播
CCTV-5+,http://xuys.top:8888/udp/225.1.1.121:5002$天津联通 组播
CCTV-5,http://xuys.top:8888/udp/225.1.1.160:5002$天津联通 组播
CCTV-6,http://xuys.top:8888/udp/225.1.1.17:5002$天津联通 组播
CCTV-6,http://xuys.top:8888/udp/225.1.1.195:5002$天津联通 组播
CCTV-7,http://xuys.top:8888/udp/225.1.1.18:5002$天津联通 组播
CCTV-7,http://xuys.top:8888/udp/225.1.1.138:5002$天津联通 组播
CCTV-8,http://xuys.top:8888/udp/225.1.1.19:5002$天津联通 组播
CCTV-8,http://xuys.top:8888/udp/225.1.1.196:5002$天津联通 组播
CCTV-9,http://xuys.top:8888/udp/225.1.1.20:5002$天津联通 组播
CCTV-9,http://xuys.top:8888/udp/225.1.1.119:5002$天津联通 组播
CCTV-10,http://xuys.top:8888/udp/225.1.1.21:5002$天津联通 组播
CCTV-10,http://xuys.top:8888/udp/225.1.1.140:5002$天津联通 组播
CCTV-11,http://xuys.top:8888/udp/225.1.1.22:5002$天津联通 组播
CCTV-11,http://xuys.top:8888/udp/225.1.2.192:5002$天津联通 组播
CCTV-12,http://xuys.top:8888/udp/225.1.1.23:5002$天津联通 组播
CCTV-12,http://xuys.top:8888/udp/225.1.1.142:5002$天津联通 组播
CCTV-13,http://xuys.top:8888/udp/225.1.1.24:5002$天津联通 组播
CCTV-13,http://xuys.top:8888/udp/225.1.2.193:5002$天津联通 组播
CCTV-14,http://xuys.top:8888/udp/225.1.1.25:5002$天津联通 组播
CCTV-14,http://xuys.top:8888/udp/225.1.1.144:5002$天津联通 组播
CCTV-15,http://xuys.top:8888/udp/225.1.1.26:5002$天津联通 组播
CCTV-15,http://xuys.top:8888/udp/225.1.2.194:5002$天津联通 组播
CCTV-16,http://xuys.top:8888/udp/225.1.2.237:5002$天津联通 组播
CCTV-17,http://xuys.top:8888/udp/225.1.2.52:5002$天津联通 组播
CCTV-兵器科技,http://xuys.top:8888/udp/225.1.2.166:5002$天津联通 组播
CCTV-第一剧场,http://xuys.top:8888/udp/225.1.2.175:5002$天津联通 组播
CCTV-电视指南,http://xuys.top:8888/udp/225.1.2.167:5002$天津联通 组播
CCTV-发现之旅,http://xuys.top:8888/udp/225.1.1.183:5002$天津联通 组播
CCTV-风云剧场,http://xuys.top:8888/udp/225.1.2.174:5002$天津联通 组播
CCTV-风云音乐,http://xuys.top:8888/udp/225.1.2.176:5002$天津联通 组播
CCTV-风云足球,http://xuys.top:8888/udp/225.1.2.168:5002$天津联通 组播
CCTV-高尔夫网球,http://xuys.top:8888/udp/225.1.2.169:5002$天津联通 组播
CCTV-怀旧剧场,http://xuys.top:8888/udp/225.1.2.173:5002$天津联通 组播
